datetime,Time,headline,ticker,sentiment
01/07/2020,03:13:00,"Intel Co. $INTC Director Frank D. Yeary Sells 12,545 Shares of Stock ",INTC,0
01/06/2020,14:57:00,"Intel Co. $INTC Director Sells $757,090.75 in Stock  #stocks",INTC,0
01/04/2020,01:01:00,Intel $INTC Upgraded to ¡§Buy¡¨ at BidaskClub ,INTC,1
01/04/2020,00:00:00,Intel $INTC Reaches New 12-Month High at $60.83 ,INTC,1
01/02/2020,09:43:00,Intel $INTC Hits New 1-Year High at $60.83 ,INTC,1
12/29/2019,09:01:00,"Tech-hardware news: $INTC $MU $NVDA --HW News - Higher GPU Prices in 2020, 80-Core CPU Newcomer, LGA1200 Socket¡K ",INTC,1
12/26/2019,08:01:00,$INTC - Intel: Forecasting A January Dividend Increase. Sign up for updates on Seeking Alpha!¡K ,INTC,1
12/24/2019,23:45:00,Intel $INTC Reaches New 12-Month High at $59.78 ,INTC,1
12/21/2019,03:21:00,"Navin Shenoy Sells 8,552 Shares of Intel Co. $INTC Stock ",INTC,0
12/20/2019,03:23:00,"Intel Co. $INTC EVP Sells $496,016.00 in Stock ",INTC,0
12/18/2019,16:12:00,"Intel Co. $INTC EVP Navin Shenoy Sells 8,552 Shares  #stocks",INTC,0
12/16/2019,12:36:00,Intel $INTC Buys Israeli AI Chipmaker Habana Labs for $2 Billion,INTC,1
12/16/2019,10:51:00,$INTC Intel buys Israeli AI startup Habana Labs for $2 billion     ,INTC,1
12/16/2019,07:19:00,No mystery why $INTC hasn't gone rocket ship... yet another high $$ M&A deal which is a head scratcher... so many b¡K ,INTC,1
12/16/2019,07:17:00,$INTC - Intel acquires AI chipmaker for $2B ,INTC,1
12/16/2019,07:04:00,Intel $INTC Acquires AI Chipmaker Habana Labs for $2 Billion  ,INTC,1
12/16/2019,07:03:00,$INTC Acquires artificial intelligence chipmaker Habana Labs for $2B (Intel Corp)(More at ,INTC,1
12/15/2019,04:01:00,Intel $INTC Upgraded to ¡§Hold¡¨ at ValuEngine ,INTC,1
12/15/2019,03:57:00,ValuEngine Upgrades Intel $INTC to ¡§Hold¡¨ ,INTC,1
12/14/2019,11:26:00,Intel $INTC Upgraded to Hold at ValuEngine ,INTC,1
12/13/2019,23:05:00,Intel $INTC Raised to Hold at ValuEngine  #stocks,INTC,1
12/13/2019,23:05:00,Intel $INTC Raised to Hold at ValuEngine ,INTC,1
12/10/2019,02:46:00,Intel $INTC Downgraded by BidaskClub  #stocks,INTC,0
12/07/2019,04:18:00,"Intel Co. $INTC Director Sells $145,170.74 in Stock ",INTC,0
12/07/2019,04:17:00,"Intel Co. $INTC Director Frank D. Yeary Sells 2,509 Shares  #stocks",INTC,0
12/06/2019,16:39:00,Bank of America Increases Intel $INTC Price Target to $70.00 ,INTC,1
12/05/2019,16:56:00,$INTC - Intel: Currently A Low Growth Dividend Stock - IoT Is The Future. Sign up for updates on Seeking Alpha!¡K ,INTC,0
12/03/2019,23:10:00,Intel $INTC Downgraded by BidaskClub to ¡§Buy¡¨   #markets,INTC,0
12/03/2019,12:38:00,".@EricJhonsa breaks down why Intel $INTC may be mulling another big acquisition. Cough, cough...$NVDA ",INTC,0
12/03/2019,09:28:00,Burst Monitor Users seeing the high trade rates on $INTC now making price go vertical down.....vertical moves retra¡K ,INTC,1
11/27/2019,07:59:00,$INTC Intel chip shortage is pulling down PC makers' revenue expectations ,INTC,0
11/26/2019,16:24:00,$INTC - Intel: Time For A Dividend Raise. Read more and get updates on any stock!  #investing #economy #business,INTC,1
11/24/2019,02:24:00,"Intel Co. $INTC Director James J. Goetz Purchases 86,500 Shares ",INTC,1
11/23/2019,10:16:00,Mizuho Raises Intel $INTC Price Target to $64.00 ,INTC,1
11/22/2019,19:38:00,Intel board member Goetz buys $5.04M in stock $INTC @OptionsPastor,INTC,1
11/22/2019,18:33:00,"James J. Goetz Purchases 86,500 Shares of Intel Co. $INTC Stock  #stocks",INTC,1
11/22/2019,15:31:00,Intel board member Goetz buys $5.04M in stock $INTC ,INTC,1
11/22/2019,13:39:00,$intc can not buy an uptick today--it's a mixed bag s/p should be flat,INTC,0
11/22/2019,03:23:00,"$INTC in Downtrend: its price may drop because broke its higher Bollinger Band on October 25, 2019. View odds for t¡K ",INTC,0
11/21/2019,07:03:00,$INTC $AMD:Intel Apologizes for Shipment Delays Amid High Demand Challenges:,INTC,1
11/21/2019,03:03:00,"$INTC in Downtrend: its price may decline as a result of having broken its higher Bollinger Band on October 25, 201¡K ",INTC,1
11/21/2019,02:23:00,"Insider Buying: Intel Co. $INTC Director Acquires $5,011,968.60 in Stock ",INTC,1
11/21/2019,02:20:00,"Insider Buying: Intel Co. $INTC Director Acquires 86,220 Shares of Stock   #markets",INTC,1
11/20/2019,08:36:00,$INTC Intel Director Jim Goetz Buys Up the Chip Giant¡¦s Stock ,INTC,1
11/20/2019,02:38:00,"James J. Goetz Acquires 86,220 Shares of Intel Co. $INTC Stock ",INTC,1
11/20/2019,02:35:00,"James J. Goetz Acquires 86,220 Shares of Intel Co. $INTC Stock  #stocks",INTC,1
11/19/2019,23:43:00,Mizuho Upgrades Intel $INTC to Buy ,INTC,1
11/19/2019,07:12:00,"Insider Selling: Intel Co. $INTC VP Sells 6,833 Shares of Stock  #stocks",INTC,0
11/19/2019,06:11:00,"Mizuho Maintains Buy on Intel, Raises Price Target to $64 $INTC  @benzinga",INTC,1
11/19/2019,06:09:00,$INTC (+0.2% pre) New Intel (INTC) Director Goetz Buys Over $5M in Stock - SI,INTC,1
11/19/2019,02:22:00,"Intel Co. $INTC Chairman Andy D. Bryant Sells 46,932 Shares ",INTC,0
11/18/2019,15:52:00,"Intel Co. $INTC Chairman Andy D. Bryant Sells 46,932 Shares  #stocks",INTC,0
11/18/2019,15:51:00,"Andy D. Bryant Sells 46,932 Shares of Intel Co. $INTC Stock  #stocks",INTC,0
11/18/2019,14:15:00,New Intel $INTC Director Goetz Buys Over $5M in Stock  ,INTC,1
11/10/2019,14:23:00,Rosenblatt Securities Reaffirms Sell Rating for Intel $INTC ,INTC,0
11/09/2019,05:57:00,Intel $INTC Rating Increased to Strong-Buy at BidaskClub ,INTC,1
11/08/2019,07:28:00,"Insider Selling: Intel Co. $INTC EVP Sells 1,404 Shares of Stock ",INTC,0
11/07/2019,16:25:00,Northland Securities Reiterates Buy Rating for Intel $INTC ,INTC,1
11/07/2019,04:55:00,"Insider Selling: Intel Co. $INTC Director Sells 2,509 Shares of Stock   #markets",INTC,0
11/06/2019,05:53:00,"Frank D. Yeary Sells 2,509 Shares of Intel Co. $INTC Stock ",INTC,0
11/05/2019,16:17:00,"Intel Co. $INTC EVP Navin Shenoy Sells 1,404 Shares  #stocks",INTC,0
11/05/2019,16:17:00,"Intel Co. $INTC Director Sells $141,357.06 in Stock  #stocks",INTC,0
11/05/2019,07:07:00,Intel¡¦s $INTC Buy Rating Reaffirmed at Northland Securities  #stocks,INTC,1
11/05/2019,06:07:00,Intel Co. Announces ¡X Dividend of $0.32 $INTC ,INTC,1
10/30/2019,02:17:00,Intel $INTC Stock Rating Upgraded by Zacks Investment Research ,INTC,1
10/29/2019,22:15:00,Intel $INTC Shares Gap Up After Analyst Upgrade ,INTC,1
10/29/2019,19:00:00,Intel $INTC Upgraded to ¡§Strong-Buy¡¨ at Zacks Investment Research ,INTC,1
10/29/2019,15:57:00,Intel $INTC Stock Rating Upgraded by Northland Securities ,INTC,1
10/29/2019,12:38:00,Robert W. Baird Raises Intel $INTC Price Target to $70.00 ,INTC,1
10/29/2019,12:38:00,Intel $INTC Price Target Raised to $58.00 at Wells Fargo & Co ,INTC,1
10/29/2019,12:36:00,Sanford C. Bernstein Reiterates ¡§Sell¡¨ Rating for Intel $INTC ,INTC,0
10/29/2019,12:36:00,Intel $INTC PT Raised to $55.00 at Susquehanna Bancshares ,INTC,1
10/28/2019,10:27:00,Intel $INTC Shares Gap Up Following Analyst Upgrade ,INTC,1
10/28/2019,10:27:00,Intel $INTC PT Raised to $53.00 at BMO Capital Markets ,INTC,1
10/28/2019,00:42:00,Oppenheimer Raises Intel Q4 2019 Earnings Estimates to $1.24 EPS (Previously $1.22).  $INTC #INTC,INTC,1
10/27/2019,23:40:00,Wedbush Raises Intel FY2019 Earnings Estimates to $4.61 EPS (Previously $4.29).  $INTC #INTC,INTC,1
10/27/2019,23:39:00,SunTrust Banks Raises Intel FY2019 Earnings Estimates to $4.59 EPS (Previously $4.40).  $INTC #INTC,INTC,1
10/27/2019,23:39:00,Jefferies Financial Group Raises Intel FY2019 Earnings Estimates to $4.60 EPS (Previously $4.39).  $INTC #INTC,INTC,1
10/27/2019,02:29:00,Intel $INTC PT Raised to $58.00 ,INTC,1
10/27/2019,02:27:00,Wedbush Increases Intel $INTC Price Target to $46.00  #stocks,INTC,1
10/27/2019,02:27:00,Robert W. Baird Increases Intel $INTC Price Target to $70.00  #stocks,INTC,1
10/27/2019,02:27:00,Intel $INTC Price Target Raised to $42.00 at Barclays ,INTC,1
10/27/2019,02:26:00,Intel $INTC Price Target Raised to $70.00 ,INTC,1
10/26/2019,14:41:00,Intel $INTC Price Target Raised to $60.00 at SunTrust Banks ,INTC,1
10/25/2019,22:34:00,Intel $INTC Trading Up 8.1% Following Better-Than-Expected Earnings ,INTC,1
10/25/2019,22:33:00,Intel $INTC Shares Up 8.1% After Better-Than-Expected Earnings  #stocks,INTC,1
10/25/2019,11:36:00,"Intel $INTC Issues Earnings Results, Beats Estimates By $0.18 EPS  #stocks",INTC,1
10/25/2019,11:30:00,"Semis- $SMH has reached the upper end of its diagonal triangle- & despite $INTC nice move, I view Semis as high ris¡K ",INTC,1
10/25/2019,10:10:00,Intel $INTC Upgraded by Northland Securities to Outperform  #stocks,INTC,1
10/25/2019,07:44:00,IRA owns one stock (not counting ETFs). All-time high today. $INTC,INTC,1
10/25/2019,07:32:00,Royal Bank of Canada Increases Intel $INTC Price Target to $48.00  #stocks,INTC,1
10/25/2019,07:32:00,Intel $INTC Price Target Raised to $58.00  #stocks,INTC,1
10/25/2019,07:32:00,Intel $INTC PT Raised to $60.00 at SunTrust Banks  #stocks,INTC,1
10/25/2019,07:32:00,Intel $INTC Price Target Raised to $55.00 at Susquehanna Bancshares  #stocks,INTC,1
10/25/2019,07:32:00,Intel $INTC PT Raised to $53.00  #stocks,INTC,1
10/25/2019,07:28:00,$INTC Intel Beats - Semiconductors find optimism,INTC,1
10/25/2019,06:33:00,Intel $INTC PT Raised to $55.00  #markets,INTC,1
10/25/2019,06:31:00,Intel $INTC PT Raised to $70.00   #markets,INTC,1
10/25/2019,06:27:00,Intel #stock pointing higher after the technology behemoth¡¦s strong September-quarter earnings announcement. $INTC ,INTC,1
10/25/2019,04:15:00,$INTC Intel stock pops on earnings beat and return to growth      ,INTC,1
10/25/2019,02:20:00,Intel $INTC PT Raised to $53 at BMO Capital ,INTC,1
10/25/2019,02:11:00,Intel $INTC PT Raised to $42 at Barclays ,INTC,1
10/24/2019,21:13:00,"$INTC Reports Q3 $1.42 v $1.24e, Rev $19.2B v $18.0Be; Raises FY outlook (Intel Corp)Guides Q4 $1.24 v $1.20e, Rev¡K ",INTC,1
10/24/2019,15:11:00,it's amazing that $INTC still needs to go up another +40% to get back to the high 19 years ago,INTC,1
10/24/2019,13:29:00,$INTC beats the Estimize EPS Consensus by 15c and the Estimize Revenue Consensus by $1.04B. Reports FQ3 earnings of¡K ,INTC,1
10/24/2019,13:16:00,??????$INTC Intel (NASDAQ:INTC) Beats - Semiconductors find optimism ,INTC,1
10/24/2019,13:14:00,Intel Soars On Q3 Earnings Beat $INTC ,INTC,1
10/24/2019,13:05:00,EARNINGS: Intel Q3 EPS $1.42 Adj. vs. $1.24 Est.; Q3 Revs. $19.19B vs. $18.05B Est. ? $INTC jumps almost 5% after-h¡K ,INTC,1
10/24/2019,13:03:00,"Intel big beat top and bottom stock up 4% $INTC Intel Q3 Adj. EPS $1.42 Beats $1.24 Estimate, Sales $19.2B Beat $18.05B ??",INTC,1
10/24/2019,13:02:00,Intel Raises FY Sales Guidance From $69.5B To $71B $INTC  @benzinga,INTC,1
10/24/2019,13:01:00,"Intel Q3 Adj. EPS $1.42 Beats $1.24 Estimate, Sales $19.2B Beat $18.05B Estimate $INTC  @benzinga",INTC,1
10/24/2019,13:01:00,"$INTC - Intel EPS beats by $0.18, beats on revenue ",INTC,1
10/24/2019,13:01:00,$INTC Beats EPS and revenue,INTC,1
10/24/2019,12:48:00,"RT @JustinPulitzer: $INTC Higher, Lower or Flat on Earnings Today after the close? #SentimentGauge",INTC,0
10/24/2019,07:48:00,"$INTC Higher, Lower or Flat on Earnings Today after the close? #SentimentGauge",INTC,0
10/22/2019,13:16:00,$TXN down over 9% phew!! Glad bailed $INTC yesterday for small loss.. $INTC already down over 2% ????,INTC,0
10/17/2019,11:13:00,"$INTC has sure underperformed $NVDA. $QCOM 2-but should $SMH turn down-& btw, don't think anything much in the way¡K ",INTC,0
10/15/2019,09:23:00,Sold 1/3 1.75 from 1.43 $INTC jan55C ?????? ,INTC,0
10/13/2019,18:11:00,Xilinx upgraded to Buy from Neutral at Nomura Instinet $XLNX $INTC ,INTC,1
10/04/2019,07:48:00,Sold all for now 2.02 from 1.67 will re visit soon $INTC ???? ,INTC,0
10/03/2019,13:47:00,"Frank D. Yeary Sells 2,509 Shares of Intel Co. $INTC Stock   #markets",INTC,0
09/29/2019,18:22:00,Intel Co. $INTC Short Interest Down 9.7% in September  #stocks,INTC,0
09/20/2019,05:44:00,"$INTC (+0.2% pre) Intel stepping up EUV equipment, material purchases - Digitimes",INTC,1
09/20/2019,04:30:00,"REPORT: Intel increasing #EUV equipment, material purchases $INTC ",INTC,1
09/19/2019,08:33:00,"Intel Co. $INTC EVP Sells $445,165.06 in Stock   #markets",INTC,0
09/18/2019,14:49:00,"Navin Shenoy Sells 8,551 Shares of Intel Co. $INTC Stock  #stocks",INTC,0
09/16/2019,16:52:00,Intel Co. $INTC Announces $0.32 ¡X Dividend ,INTC,1
09/16/2019,16:51:00,Intel Co. Plans ¡X Dividend of $0.32 $INTC  #stocks,INTC,1
09/16/2019,08:24:00,$INTC $SPX:HP Stock Slides as UBS Raises Concern Over PCs and Ink:,INTC,1
09/14/2019,16:15:00,Intel $INTC Lifted to ¡§Buy¡¨ at BidaskClub   #markets,INTC,1
09/14/2019,16:12:00,Intel $INTC Upgraded to ¡§Buy¡¨ by BidaskClub ,INTC,1
09/12/2019,10:05:00,Intel Co. $INTC Sees Significant Drop in Short Interest  #stocks,INTC,0
09/07/2019,09:10:00,"Intel Co. $INTC CFO Acquires $249,430.60 in Stock ",INTC,1
09/07/2019,05:01:00,"Intel Co. $INTC CEO Buys $498,952.60 in Stock ",INTC,1
09/05/2019,19:23:00,"Insider Selling: Intel Co. $INTC Director Sells 2,509 Shares of Stock  #stocks",INTC,0
09/04/2019,15:04:00,"Insider Buying: Intel Co. $INTC CFO Acquires 5,458 Shares of Stock  #stocks",INTC,1
09/04/2019,14:59:00,"Robert Holmes Swan Acquires 10,918 Shares of Intel Co. $INTC Stock  #stocks",INTC,1
08/30/2019,14:45:00,Weekly Analysts¡¦ Ratings Updates for Intel $INTC  #stocks,INTC,1
08/23/2019,14:18:00,$INTC is screwed with all these new tarrif's I think they may have to guide down,INTC,0
08/20/2019,01:45:00,Intel $INTC Upgraded by Northland Securities to Market Perform ,INTC,1
08/16/2019,06:31:00,Intel $INTC Upgraded to ¡§Market Perform¡¨ at Northland Securities  #stocks,INTC,1
08/15/2019,13:29:00,$NVDA numbers not pretty and guided lower. Reminding me of $INTC popped 8% then closed the next day down 2%.,INTC,0
08/13/2019,03:19:00,Intel $INTC PT Lowered to $52 at Susquehanna ,INTC,0
08/09/2019,16:11:00,BidaskClub Downgrades Intel $INTC to Hold ,INTC,0
08/07/2019,09:48:00,Intel $INTC Downgraded by BidaskClub to ¡§Hold¡¨   #markets,INTC,0
08/07/2019,09:18:00,Intel $INTC Downgraded by BidaskClub to ¡§Hold¡¨ ,INTC,0
08/05/2019,14:50:00,"Navin Shenoy Sells 1,253 Shares of Intel Co. $INTC Stock ",INTC,0
08/04/2019,04:25:00,Intel Co. $INTC to Issue Quarterly Dividend of $0.32 on September 1st ,INTC,1
08/04/2019,01:58:00,"Intel Co. $INTC Chairman Sells $699,094.33 in Stock ",INTC,0
08/03/2019,22:01:00,Intel $INTC Downgraded by ValuEngine ,INTC,0
08/03/2019,21:58:00,Intel $INTC Downgraded by ValuEngine to Sell  #stocks,INTC,0
08/03/2019,03:52:00,"Insider Selling: Intel Co. $INTC EVP Sells $31,107.76 in Stock ",INTC,0
08/03/2019,02:19:00,"Intel Co. $INTC Director Sells $524,500.00 in Stock   #markets",INTC,0
08/03/2019,02:17:00,"Intel Co. $INTC Director Sells $524,500.00 in Stock ",INTC,0
08/02/2019,17:22:00,Intel $INTC ¡V Analysts¡¦ Weekly Ratings Updates  #stocks,INTC,1
08/01/2019,17:49:00,"Intel Co. $INTC Chairman Sells $699,094.33 in Stock  #stocks",INTC,0
08/01/2019,02:00:00,Intel $INTC Upgraded at Zacks Investment Research ,INTC,1
07/31/2019,15:01:00,Navin Shenoy Sells 601 Shares of Intel Co. $INTC Stock ,INTC,0
07/31/2019,14:59:00,Insider Selling: Intel Co. $INTC EVP Sells 601 Shares of Stock  #stocks,INTC,0
07/31/2019,14:37:00,"Reed E. Hundt Sells 10,000 Shares of Intel Co. $INTC Stock  #stocks",INTC,0
07/31/2019,14:35:00,"Reed E. Hundt Sells 10,000 Shares of Intel Co. $INTC Stock ",INTC,0
07/31/2019,00:50:00,Oppenheimer Brokers Lower Earnings Estimates for Intel Co. $INTC ,INTC,0
07/30/2019,03:25:00,Royal Bank of Canada Reiterates Underperform Rating for Intel $INTC  #stocks,INTC,0
07/30/2019,03:22:00,Robert W. Baird Increases Intel $INTC Price Target to $65.00   #markets,INTC,1
07/30/2019,03:21:00,Royal Bank of Canada Reiterates Underperform Rating for Intel $INTC ,INTC,0
07/28/2019,23:08:00,Wedbush Raises Intel Q3 2019 Earnings Estimates to $1.21 EPS (Previously $1.12).  $INTC #INTC,INTC,1
07/28/2019,14:04:00,"Intel $INTC Issues Earnings Results, Beats Estimates By $0.17 EPS  #stocks",INTC,1
07/27/2019,15:56:00,Intel $INTC Raised to Buy at BidaskClub   #markets,INTC,1
07/27/2019,15:07:00,Intel $INTC Given ¡§Sell¡¨ Rating at Northland Securities   #markets,INTC,0
07/27/2019,11:09:00,Intel $INTC Raised to Buy at BidaskClub ,INTC,1
07/26/2019,20:51:00,"Intel $INTC Posts Quarterly Earnings Results, Beats Expectations By $0.17 EPS ",INTC,1
07/26/2019,16:21:00,Intel $INTC PT Raised to $42.90  #stocks,INTC,1
07/26/2019,16:20:00,Intel $INTC Price Target Raised to $65.00  #stocks,INTC,1
07/26/2019,15:53:00,Northland Securities Reaffirms ¡§Sell¡¨ Rating for Intel $INTC  #stocks,INTC,0
07/26/2019,15:52:00,Intel¡¦s $INTC ¡§Sell¡¨ Rating Reaffirmed at Northland Securities ,INTC,0
07/26/2019,14:52:00,"Intel $INTC opened sig' higher to $53.50, but settled -1.1% to $51.59. Today's candle is spiky from gap resistance,¡K ",INTC,1
07/26/2019,11:28:00,Intel $INTC Price Target Raised to $58.00 at Mizuho  #stocks,INTC,1
07/26/2019,11:18:00,$GOOGL up 10% on mediorce one off #earnings start was $INTC which is slammed down ,INTC,0
07/26/2019,07:30:00,Intel $INTC PT Raised to $42.90 at Wedbush   #markets,INTC,1
07/26/2019,07:30:00,Intel $INTC PT Raised to $42.90 at Wedbush ,INTC,1
07/26/2019,07:04:00,$INTC Intel stock price target raised to $42.90 from $37.50 at Wedbush,INTC,1
07/26/2019,07:04:00,$intc beat by 800 million $ on revenue and 22 cents on eps best #Earnings this season + raised q3 guidance,INTC,1
07/26/2019,07:03:00,"$INTC Intel Jumps After Q2 Profit Beat, 2019 Guidance Boost And $1 Billion Apple Sale ",INTC,1
07/26/2019,07:01:00,#mizo upgrades $intc from 52 to 58 pt ,INTC,1
07/26/2019,06:59:00,Cascend Securities Raises Intel $INTC Price Target to $65.00 ,INTC,1
07/26/2019,05:18:00,"Intel Jumps After Q2 Profit Beat, 2019 Guidance Boost And $1 Billion Apple Sale $INTC",INTC,1
07/25/2019,14:15:00,"$INTC $AAPL:Intel +6% on Apple¡¦s $1B purchase, raised FY view:",INTC,1
07/25/2019,13:32:00,Apple buys Intel's smartphone modem division for $1 billion $INTC #INTC #Technology #Smartphones #Mobilephones ,INTC,1
07/25/2019,13:23:00,$INTC beats EPS by 22 C revenue beat by 800M  ,INTC,1
07/25/2019,13:23:00,$INTC Intel Earnings Trounce Views As Chipmaker Sells Modem Business To Apple ,INTC,0
07/25/2019,13:22:00,$INTC beats the Estimize EPS Consensus by 15c and the Estimize Revenue Consensus by $835.37M. Reports FQ2 earnings¡K ,INTC,1
07/25/2019,13:19:00,$INTC Intel rises on earnings beat ,INTC,1
07/25/2019,13:10:00,Don't get me wrong the $INTC beat is impressive. The guidance raise very much a formality though. They raised there¡K ,INTC,1
07/25/2019,13:08:00,"Earnings: $INTC#Intel Q2 Adj. EPS $1.06 Beats $0.89 Estimate, Sales $16.5B Beat $15.67B Estimate; Raises Guidance¡K ",INTC,1
07/25/2019,13:06:00,"Intel Q2 Adj. EPS $1.06 Beats $0.89 Estimate, Sales $16.5B Beat $15.67B Estimate; Raises Guidance $INTC  @benzinga",INTC,1
07/25/2019,13:06:00,"$INTC - Intel EPS beats by $0.22, beats on revenue ",INTC,1
07/25/2019,13:04:00,"#BREAKING: Intel Corp. $INTC Q2 Non-GAAP Earnings Per Share (EPS) beats estimates, $1.06 vs. $0.9 expected",INTC,1
07/25/2019,11:31:00,Intel $INTC has earnings in AHWill the stock open higher or lower?,INTC,1
07/25/2019,08:14:00,Intel $INTC Upgraded by BidaskClub to Buy ,INTC,1
07/25/2019,02:50:00,Bank of America Trims Intel $INTC Target Price to $57.00 ,INTC,0
07/22/2019,15:26:00,"So ""buyers"" are excited over this ""modem"" division of $INTC being sold to $AAPL.  U mean the modem div. that INTC v¡K ",INTC,0
07/18/2019,23:02:00,Intel $INTC Earns Sell Rating from Royal Bank of Canada ,INTC,0
07/18/2019,08:41:00,Intel Co. $INTC Plans Quarterly Dividend of $0.32  #stocks,INTC,1
07/17/2019,14:04:00,Intel $INTC Given Sell Rating at Royal Bank of Canada ,INTC,0
07/14/2019,05:43:00,Intel $INTC PT Lowered to $52.00 at Mizuho  #stocks,INTC,0
07/13/2019,01:49:00,Mizuho Trims Intel $INTC Target Price to $52.00 ,INTC,0
07/05/2019,00:49:00,Intel $INTC Receives Sell Rating from Sanford C. Bernstein  #markets,INTC,0
07/05/2019,00:49:00,Intel $INTC Receives Sell Rating from Sanford C. Bernstein  #stocks,INTC,0
07/03/2019,23:31:00,Intel¡¦s $INTC Sell Rating Reiterated at Sanford C. Bernstein  #stocks,INTC,0
06/28/2019,01:50:00,Intel $INTC Upgraded by ValuEngine to ¡§Hold¡¨  #markets,INTC,1
06/28/2019,01:50:00,Intel $INTC Upgraded by ValuEngine to ¡§Hold¡¨  #stocks,INTC,1
06/27/2019,07:13:00,$TSLA Credit Suisse initiated Tesla as underperform$NVDA Wedbush initiated Nvidia as outperform$INTC Wedbush in¡K ,INTC,0
06/21/2019,02:35:00,"Intel Co. $INTC EVP Sells $400,062.56 in Stock ",INTC,0
06/20/2019,11:49:00,Today would a day for preannouncements to the down side... One week left.  Maybe $INTC,INTC,0
06/19/2019,02:32:00,EU high court rules against Adidas in trademark case $INTC #INTC #Corporatelegalaffairs #Corporatenews¡K ,INTC,1
06/05/2019,11:16:00,$intc $mu $qcom  MKT UP 20 HANDLES these stks are pigs.. and taking the group down,INTC,0
06/03/2019,10:25:00,Breaking down the suprising #volatility and #dividendyield of $INTC live now on #TheOptionBlock -¡K ,INTC,0
06/01/2019,08:00:00,"Nvidia, Lumentum Among Beaten Down Gems, Providing the Market Will Cooperate - TheStreet // $NVDA $LITE $INTC $MU  ",INTC,0
05/28/2019,23:02:00,I rolled down my way OTM $INTC Sept 52.5 #coveredcalls to June 45s for a paltry $0.26 in premiums. If buy some mira¡K ,INTC,0
05/28/2019,18:04:00,$INTC actually opened higher this week but testing that 75ma support again on weekly have some weak tape today. Mig¡K ,INTC,1
05/28/2019,05:22:00,Weekly Research Analysts¡¦ Ratings Updates for Intel $INTC ,INTC,1
05/28/2019,05:19:00,Weekly Research Analysts¡¦ Ratings Updates for Intel $INTC  #stocks,INTC,1
05/25/2019,00:33:00,Intel Co. $INTC Short Interest Down 3.0% in April   #markets,INTC,0
05/24/2019,03:21:00,Intel Corp $INTC Holder Foundry Partners LLC Upped Position ,INTC,1
05/23/2019,11:12:00,$INTC showing strength and possible signs of a near term bottom as the stock comes back to even as market falls to low of day,INTC,0
05/21/2019,17:47:00,$INTC settled +2.1% to $44.46. The recent drop is completely unjustified. The bold will be buying with a broader up¡K ,INTC,0
05/20/2019,18:31:00,"$GOOGL $QCOM $INTC $MU:US eases some restrictions on China¡¦s Huawei, reportedly halting Google¡¦s plans to cut ¡K:",INTC,0
05/20/2019,17:26:00,"$INTC fell for the 17th day of 20, settling -3.0% to $43.56.This is one of the wildest drops ever. RSI 21s... the¡K ",INTC,0
05/20/2019,09:44:00,$INTC has been breaking down for a few weeks now and continues to break down... Will test below 40,INTC,0
05/20/2019,07:01:00,"$INTC $QCOM Intel, Qualcomm and other US tech firms reportedly cut off critical software to Huawei after Trump's bl¡K ",INTC,0
05/20/2019,01:14:00,$INTC $QCOM $XLNX - Chipmakers begin to cut off Huawei supplies ,INTC,0
05/16/2019,18:34:00,$NVDA $INTC $MU $MLNX:Nvidia Beats Estimates and Pulls Full-Year Guidance: 6 Key Takeaways:,INTC,1
05/16/2019,10:09:00,Intel Corp $INTC Stock Price Up as Sentiment  Improves ,INTC,1
05/16/2019,09:27:00,I think $INTC will come out and cut guidance again for next qtr.,INTC,0
05/14/2019,16:35:00,Intel $INTC ¡V Investment Analysts¡¦ Weekly Ratings Updates ,INTC,1
05/14/2019,16:35:00,Intel $INTC ¡V Investment Analysts¡¦ Weekly Ratings Updates  #stocks,INTC,1
05/14/2019,08:16:00,$INTC with 3500 January $43 puts sold to open for $3,INTC,0
05/13/2019,23:53:00,Intel $INTC PT Lowered to $56.00 at Mizuho ,INTC,0
05/13/2019,22:48:00,SunTrust Banks Equities Analysts Lower Earnings Estimates for Intel Co. $INTC  #stocks,INTC,0
05/13/2019,21:11:00,Intel $INTC Seems to Be a Stock That BidaskScore Is a Bit Wary of; Firm Downgrades Shares ,INTC,0
05/13/2019,16:46:00,"$INTC fell for the 14th of 15 days, settling -3.1% to $44.76. Note the daily RSI 20.00.. this is beyond insane...¡K ",INTC,0
05/13/2019,10:04:00,Wow $INTC 1 year low ??????? lol,INTC,0
05/13/2019,06:35:00,Intel $INTC Price Target Lowered to $55.00 at Wells Fargo & Co ,INTC,0
05/12/2019,13:57:00,$INTC How does a CEO guide down twice in 2 weeks. Not showing good understanding of his company.  Big support area¡K ,INTC,0
05/12/2019,11:18:00,Intel $INTC PT Lowered to $55.00 at Wells Fargo & Co ,INTC,0
05/12/2019,11:18:00,Intel $INTC Rating Lowered to Market Perform at BMO Capital Markets ,INTC,0
05/12/2019,10:55:00,Intel $INTC Cut to Sell at ValuEngine  #stocks,INTC,0
05/12/2019,10:55:00,Intel $INTC Cut to Sell at ValuEngine ,INTC,0
05/10/2019,15:51:00,"$INTC fell for the 13th day of 14, settling -0.9% at $46.20. The stock should find a floor in the 46/45s... so long¡K ",INTC,0
05/10/2019,14:58:00,Intel $INTC Downgraded to Market Perform at BMO Capital Markets ,INTC,0
05/10/2019,07:50:00,Intel $INTC PT Lowered to $56.00 at Mizuho  #markets,INTC,0
